filename,chroma_feature,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13, mfcc14, mfcc15, mfcc16, mfcc17, mfcc18, mfcc19, mfcc20,label
Media-106005.wav,0.34764645,2438.960843301483,2464.551453841713,5254.87595843605,0.10319501341357308,-168.16563,80.366646,-5.428481,40.46256,12.189911,11.330602,5.113142,10.916735,-0.7201247,0.5071485,-9.9952965,2.0303032,-6.5630236,-4.717082,-7.673161,-1.5411813,-6.3099933,0.8847253,-1.7284955,2.3094947,ChaChaCha
Media-103801.wav,0.43702912,3117.5669338910916,2891.5673123675338,6795.174455753336,0.14701910527842227,-74.11175,55.70694,-4.0423965,13.548097,4.5294833,11.697216,-6.458528,2.0910337,3.2035742,4.5697885,-4.982717,-5.3762846,-4.3292513,5.167435,-0.38138008,2.3300252,-6.1548605,-2.2550068,-4.7532983,-0.84763885,ChaChaCha
Media-103803.wav,0.3336864,2558.8503002151965,2464.203943816275,5320.2499637471,0.12916908352668213,-211.7444,75.03984,-6.4007587,17.99061,-4.1624002,1.8048787,-14.788858,-3.8769445,-6.9790993,6.52034,-3.8147902,5.651437,1.769073,1.5452219,1.1385593,1.6676358,-8.31753,-4.761543,-5.347732,5.24018,ChaChaCha
Media-106006.wav,0.50798714,3791.0257713564292,2956.38548283571,7387.862132486224,0.22685932062064965,-123.842026,23.536013,9.648958,19.400291,-5.3901105,3.6083548,2.336011,-1.0326058,-5.1992855,4.6248507,-5.8606524,1.7417853,-4.25138,-0.47385025,-8.794227,-4.4843225,-10.417969,-3.439597,-9.771732,-3.378035,ChaChaCha
Albums-Cafe_Paradiso-08.wav,0.2469185,2325.2589572872625,2357.2057728449995,4488.223981746664,0.1026376250725058,-204.15065,78.316635,-19.881025,19.045702,-2.4086926,-6.8524947,-0.042723123,-2.6482818,-5.586051,-0.1641636,-1.2514158,-1.9381001,-3.8885553,1.0033951,-4.7512913,-4.578694,-5.168465,-0.027720759,-4.604835,3.060856,ChaChaCha
Albums-Latin_Jam4-01.wav,0.37149122,2550.271571755989,2511.166284370868,5139.890652189675,0.1244312826276102,-73.66253,78.16502,-22.813442,15.226713,2.188774,11.02634,-2.1232998,-5.209056,-2.2399795,-2.1820765,4.8875628,-1.4850304,1.9460412,-0.6388281,-1.914185,-2.3850996,-3.9001715,-0.6030086,-8.630415,5.1403112,ChaChaCha
Media-106007.wav,0.43428504,3665.2845262807837,2988.341691279842,7297.157885912123,0.20808145120359628,-134.34113,18.198807,27.747807,52.932663,18.398487,18.587454,3.315199,12.116576,5.573876,8.85873,6.142092,4.6204348,-3.4828434,6.494962,-8.039289,3.55205,-3.5783079,-3.3838203,-2.7395287,-5.291712,ChaChaCha
Media-103816.wav,0.52047276,2960.7416534630597,2759.1019682025185,6134.040170479263,0.1256446218822506,-223.21013,47.463985,10.603985,21.888802,19.385704,32.6853,9.879763,13.106946,5.391854,2.434609,-7.726692,3.0823238,1.5223738,13.706984,7.336891,10.23881,4.698932,4.763732,-2.5586226,3.35838,ChaChaCha
Media-103802.wav,0.30119142,3033.7923114495147,2449.1998520434277,5736.250464490284,0.17102872136020883,-169.38332,34.298973,-32.85826,14.333785,-10.145123,0.71040845,-17.353163,-6.8353047,-14.1154175,-11.745804,-19.126446,-16.33414,-13.864469,0.032452576,-7.945894,-5.375439,-16.606358,-14.247734,-10.78339,0.5469624,ChaChaCha
Albums-Latin_Jam4-11.wav,0.44552043,2827.583970892258,2615.098308118082,5665.780434309745,0.14123790059454758,-74.101295,69.2543,-22.722712,15.870872,-0.47662935,3.4524543,-4.9419546,-0.058849964,2.062271,2.514908,0.91548806,-6.9164796,-0.07414709,-1.336486,-0.7087911,0.4796905,-1.5921693,2.9777536,-6.707888,5.956884,ChaChaCha
Albums-Pais_Tropical-05.wav,0.33925587,2577.0955680882303,2438.573715072309,4949.963803744925,0.13845435759860789,-47.962215,75.67063,-23.687897,19.190914,5.4036145,9.452734,5.419621,0.27726254,2.368852,2.3420835,2.2545614,1.8644105,2.1259873,-1.062347,-2.436335,-0.5724896,-3.027154,3.221466,-5.481364,3.8146486,ChaChaCha
Media-104012.wav,0.25645348,3070.721702316848,2510.782801239064,5990.976766422564,0.16611758628190254,-129.7861,34.229305,-52.343613,-6.7079716,-18.945072,-10.979928,-22.039915,-9.601049,-14.967107,-7.71927,-7.980843,-1.4978036,-5.8919992,-7.3806295,-16.026045,-11.987604,-15.0811,-7.811765,-9.847734,-1.7418853,ChaChaCha
Media-103408.wav,0.35781273,2673.327019588259,2621.306591755302,5640.550115102958,0.11505537630510441,-7.940498,73.97282,-6.4704204,28.89588,2.7847376,11.84147,1.8482553,4.77869,-0.9707643,5.9954014,0.12106472,6.076409,-0.79404753,3.9682922,-3.008648,0.5935308,0.32575667,0.69229174,-6.4021564,-3.5894947,ChaChaCha
Albums-Latin_Jam4-06.wav,0.3794547,2667.0743554473115,2578.084195772284,5356.171942974188,0.12445847230278423,-64.79619,68.862175,-14.448827,31.694891,2.7976115,3.594519,-2.053231,-3.045996,0.98738647,4.2861204,-1.3678734,-6.193348,-3.2480395,0.2940943,-1.7468737,1.6306908,1.3747643,2.8244884,-7.8663707,5.133369,ChaChaCha
Albums-Pais_Tropical-06.wav,0.40758008,2271.9469937617455,2549.181407346253,5020.708619580191,0.0886836571925754,-94.39368,89.80755,1.1195621,31.70977,3.1489255,13.009575,2.2400253,-0.47644532,2.5847259,0.16168545,-1.0311494,-1.3784926,0.4237284,-2.2084978,-5.076148,-1.3969305,-0.6059822,1.6814107,-9.553484,3.1227663,ChaChaCha
Media-104011.wav,0.35133412,1498.088689746202,1662.9202602747632,2542.341858051769,0.08079072107018562,-316.32336,133.7026,13.57602,1.331953,-12.07503,-9.6433,-7.2772646,-2.6194477,-2.3396058,-2.3103962,-3.481528,-1.1349648,-2.3221014,-0.3630751,-2.0146828,-1.3628222,-3.4696236,-2.9884007,-3.4842882,-1.4818283,ChaChaCha
Media-104010.wav,0.31222764,2113.4101758569195,2253.693091530366,4381.282401029583,0.08357992858178655,-145.32549,92.359505,-3.5706167,32.737545,1.5655756,4.1976666,0.07260096,2.8618462,-5.404433,-7.8290358,-10.741863,-2.8034327,-8.002394,-5.5724444,-5.8104696,1.6644659,-0.89982444,1.5024655,-5.653158,1.2132571,ChaChaCha
Albums-Pais_Tropical-07.wav,0.44891343,2623.5604747087195,2548.4965635686103,5280.356082783498,0.12372661687935035,-44.440372,76.624344,-16.753735,27.020636,1.2495079,6.5766726,4.210896,2.788291,0.7910992,0.18185481,1.1076732,0.48680133,1.4978591,-1.1865647,-6.26042,-4.492499,-5.7079177,0.4826376,-7.3036194,2.451268,ChaChaCha
Media-103409.wav,0.3897134,3054.540815652527,2869.9092907062764,6675.817559545389,0.145028594475058,-13.028719,61.892853,6.147693,22.092688,3.3972871,9.134895,2.5437965,5.9103637,-4.40452,6.662528,2.3711317,7.143002,-1.6756812,0.69217145,-4.350043,1.7825664,-0.83033776,5.626425,3.8381906,5.6503177,ChaChaCha
Media-103804.wav,0.29953542,2634.5338229246267,2713.8648686339698,5937.693329919519,0.10678405053654293,-118.12333,68.88223,14.923103,28.813717,-2.830251,-0.012807187,-12.409051,-9.680906,-9.740144,-1.3883442,-25.159796,-8.728288,-17.495302,-2.1275795,-11.059943,-4.824928,-10.954986,-10.090098,-10.535362,-3.2267704,ChaChaCha
Albums-I_Like_It2-02.wav,0.4037593,1748.9658571994769,2037.4788900788385,3612.2073144757833,0.08472302784222738,-217.48495,105.95167,-10.731049,29.993687,6.4131427,18.768265,5.7844563,6.1948867,3.0651853,6.310783,2.7896204,4.121405,-0.22066064,0.4614333,-4.0725803,-5.659175,-10.605504,-3.835294,-5.2144947,1.81308,ChaChaCha
Albums-I_Like_It2-01.wav,0.42093432,1990.4492674172386,2195.131984319229,4213.937937300609,0.0826090305974478,-192.14932,90.381454,-16.896692,30.233927,11.243925,20.766153,3.2667344,10.620076,9.4147625,10.051831,-3.1806698,2.8631883,-0.19307828,3.6554227,-0.18094014,7.525397,-0.48477587,-0.6943065,-3.0349894,1.8820537,ChaChaCha
Albums-Fire-14.wav,0.45495072,1661.9311794030546,2464.062121160402,4117.213386836572,0.03087840777262181,-161.2703,106.65318,30.408766,36.851257,7.9472284,18.493643,1.6108186,8.619256,11.024024,5.8496118,7.741702,-2.5043797,4.3236423,2.959682,3.0949752,3.9373748,1.0109584,4.6328306,-3.2100544,7.758201,ChaChaCha
Media-106105.wav,0.40691984,2225.46675976445,2374.699174360569,4790.912870685905,0.09508909150232019,-175.61443,87.49329,-7.5471973,18.74826,-0.10431149,10.932273,-2.3632584,17.70705,4.0681295,4.8828487,-8.997518,6.52155,6.249833,2.9988587,-9.311769,-0.4601156,0.41496387,2.930551,-4.9301734,7.53754,ChaChaCha
Media-106104.wav,0.3384099,2408.9566287181706,2353.9472187906645,4505.935166219548,0.13609225456786542,-227.79565,82.01672,-16.354258,-3.390672,-10.568674,-4.3571196,-6.454735,-11.577404,-16.102222,-6.4129725,-15.398474,-3.669642,-3.447166,3.168136,-6.5410824,0.053463966,-3.3398564,1.882197,-7.1109266,-5.399411,ChaChaCha
Albums-Fire-01.wav,0.2667652,1445.1591710715268,2009.2452189068179,2946.7014392401393,0.04461372534802784,-243.80191,120.18657,4.9490385,23.374046,6.2839236,-1.5256523,-4.396212,-5.108523,-3.3233843,-2.9713426,-3.7299714,-2.3714943,-2.451689,-0.698496,-4.964236,-2.6033926,-3.288274,0.7961807,-4.854558,-1.1163031,ChaChaCha
Albums-Latino_Latino-01.wav,0.35848784,2155.35761375223,2284.412590298541,4220.158085303075,0.09197474079176333,-257.8206,89.31552,-7.512418,22.63311,4.7003393,0.49599582,-6.5374527,-1.9797034,-2.601464,-5.995474,-2.732491,-5.066948,-3.8030891,-5.3250175,-3.7326405,0.00689368,-3.7791839,-0.5554997,-7.4067245,1.0976126,ChaChaCha
Media-104111.wav,0.46972534,1737.7947443671057,2112.5658864559564,3717.1754345816416,0.050108305539443156,-156.35747,97.62584,5.4325075,31.867632,1.9919295,27.14106,17.112959,26.516613,6.7728233,12.202112,2.17326,11.746925,10.5291605,8.112643,1.4823146,6.639091,0.55494255,-0.53707874,-3.0280354,1.1144699,ChaChaCha
Media-103508.wav,0.29004997,1488.2249085049668,1651.1458978556182,2804.137645464762,0.07993084759280743,-241.47093,144.93529,-29.206919,23.641611,12.08149,0.79939115,1.6883633,-2.512841,-6.1606956,0.24104993,-6.6031823,-8.334556,-9.397984,2.52052,-4.0343165,-1.2068715,-5.0789986,-1.168649,-3.091201,2.199775,ChaChaCha
Albums-Latin_Jam2-13.wav,0.46306628,2993.3882133185007,2851.8574263592964,6232.438415385731,0.1307381543648492,-91.03056,58.067665,7.881225,25.965902,1.4108609,17.968138,7.205749,5.4366055,0.084469825,2.2826514,6.691779,6.314461,5.9056826,-1.3716607,-0.073774084,0.47217882,-3.4236848,4.1446753,-6.836606,3.7051914,ChaChaCha
Media-106101.wav,0.35930514,2249.666056663388,2287.459422966064,4801.779394304669,0.10503144939095127,-153.54913,73.82448,-19.527466,24.235271,-2.839318,11.443826,8.991543,8.869669,5.822428,8.647923,3.902885,4.2799997,-0.9718907,5.0278735,-2.1274238,-0.28094852,-1.9027338,-0.5217584,-5.092714,-1.6646667,ChaChaCha
Albums-Latin_Jam2-06.wav,0.43108815,3016.026374145586,2813.4264705891023,6270.433777280307,0.16157691052784223,-203.75891,60.85055,3.929838,25.336634,2.9980826,11.117728,-4.1487727,-0.4222994,-1.2625685,-1.5039614,8.259626,8.437399,9.649816,0.015613246,-3.076974,3.3261752,3.8436627,3.8336768,-5.8987265,2.9112892,ChaChaCha
Media-103910.wav,0.33794615,2491.4666497438884,2683.8330983467586,5656.237877936485,0.10235213348317865,-95.03668,76.066414,5.93327,19.087124,5.9107904,12.24122,3.7354333,5.1289873,-1.653883,8.210708,6.595763,10.654122,4.217765,7.245551,-2.1393318,0.94759315,6.624632,6.7875857,0.22490181,-0.06665438,ChaChaCha
Media-103509.wav,0.29893515,2918.6125293641358,2588.1341738068336,5901.471584523637,0.14771017618909513,-193.0682,60.571644,-10.088507,6.699042,-10.631956,-2.0336185,-12.710568,-4.335765,-17.199665,-2.7568674,-6.225151,2.5816047,-9.621009,-8.724445,-12.658448,-9.547093,-10.912799,-3.5135684,-5.915873,3.4738004,ChaChaCha
Albums-Latino_Latino-04.wav,0.2934079,2767.328903337757,2565.0956280915757,5520.7435696418215,0.11349310288573086,-238.99179,70.73365,-19.439829,14.500595,-6.3578434,-0.577945,-13.689778,-8.3828535,-1.2572505,-7.984668,-3.3982472,-6.7282305,-2.4886932,-4.4800653,-2.9606833,-1.6709882,-4.3043,-0.28401622,-7.0777726,5.2478175,ChaChaCha
Media-104110.wav,0.3371468,2779.552242994829,2433.5696582407736,5306.960330263921,0.11803491154292343,-300.72665,28.202217,-0.6606604,38.69873,-0.6307189,23.711573,-0.9860132,2.3385556,-2.0074735,7.2671194,4.1312933,10.3994255,2.7141082,-0.010162778,-6.0828805,0.60249394,-2.997525,-6.4960685,-7.06537,-3.4324625,ChaChaCha
Media-104106.wav,0.5111179,2101.2429353417083,2035.8136518971535,4167.923830390806,0.10984515479988399,-182.827,96.218834,-24.354929,30.002619,7.2477865,15.714077,5.2530746,11.755885,8.353996,8.540471,1.1396575,1.5480382,3.6107023,6.8624673,2.160841,4.300176,-0.8048882,0.63747,0.98772115,3.0049882,ChaChaCha
Albums-Latino_Latino-06.wav,0.29868534,2368.2591237985644,2294.779726011139,4475.084231347882,0.096688750725058,-283.2951,84.35968,-9.822268,23.107649,-2.7429154,-0.35745704,-3.3260026,-5.6125245,-3.8091578,-9.024602,-4.8766494,-6.133862,-0.0854129,0.62072486,-3.469624,0.319298,-2.4579194,-0.27320936,-6.9118805,-0.3770578,ChaChaCha
Media-103906.wav,0.45726228,2676.6183085302955,2401.80394723355,5339.385037521752,0.14656141241299303,-114.541,71.35145,-23.617315,32.2178,6.5002956,19.566061,4.0565104,5.1343617,-6.666181,-0.020658206,-3.413265,4.6385555,-5.484237,2.2632768,-6.192762,-3.8500967,-2.0744534,-1.957366,-12.810933,-6.675044,ChaChaCha
Media-106103.wav,0.4403588,2648.897868453717,2618.557126572604,5680.419015552494,0.1260705934599768,-166.20544,77.10995,24.947275,19.79954,2.6801655,6.28692,1.2398489,6.874174,0.30866507,10.671639,-1.1948627,5.1453424,-0.08207713,3.2271938,-3.315642,-1.7586235,-5.620681,-3.714462,-4.8496366,4.030095,ChaChaCha
Media-106117.wav,0.32462725,517.2081553812764,867.5052663614579,862.7020532736369,0.019012380365429234,-305.04037,168.30675,32.16894,24.258606,31.951546,10.989673,-2.4067047,1.0117292,2.9088676,-1.787336,-6.9752674,-7.0806623,-4.291779,-5.9814205,-9.008121,-8.460874,-8.686878,-7.6063004,-6.760809,-6.76756,ChaChaCha
Albums-Latin_Jam2-04.wav,0.4100033,2554.039652384761,2480.2263056673287,5018.060685089182,0.12374814203886311,-201.17474,60.014034,3.5261326,27.109833,-0.9562835,8.167069,2.44571,4.9757614,3.3983498,3.087856,-1.5000398,-3.272569,-3.316198,-0.21013272,-0.52657366,1.619977,2.54163,4.412168,-8.824654,3.3352537,ChaChaCha
Albums-Latin_Jam2-05.wav,0.45494473,3044.133669783337,2852.8134180979378,6284.572748241734,0.1357489849187935,-115.68407,56.011505,6.209294,25.392635,1.3242145,17.990782,7.0215273,5.4279566,0.97276264,2.9387195,6.22469,5.6828256,5.8292646,-0.98674434,0.60186684,0.9749798,-3.302266,4.4012156,-6.6763926,3.5710518,ChaChaCha
Media-106102.wav,0.5049762,2653.6892425368114,2697.6257382511562,5822.508179560615,0.12267301696635731,-68.57265,63.601337,2.2307978,18.796757,-4.524007,16.44607,9.462698,13.514756,7.2103624,8.889224,3.9154549,3.703223,-1.4194033,4.964648,-5.175758,1.8146294,-2.6141121,6.690694,0.36665565,3.881789,ChaChaCha
Media-103907.wav,0.3331717,2689.188141732516,2059.4629980898562,4837.601451475493,0.16556586245649652,-89.765495,59.566856,-62.101803,1.1993542,-39.377117,-13.543413,-24.41706,-4.695559,-21.149643,-3.6182587,-5.4846654,-2.2857196,-9.291921,-8.6982565,-12.415592,-5.734605,-11.12901,-2.0800068,-7.284975,-5.365359,ChaChaCha
